actual_cost,date,items,quantity
52371.55,2016-07-01,1424,70100
69309.46,2016-08-01,1833,92787
85929.61,2016-09-01,2274,115081
103360.64,2016-10-01,2645,138514
116785.04,2016-11-01,3473,182407
151507.66,2016-12-01,4422,236800
167898.6,2017-01-01,4999,262072
194063.13,2017-02-01,5755,302828
271050.51,2017-03-01,8189,423580
272044.56,2017-04-01,8299,424568
316442.57,2017-05-01,9804,494261
249388.86,2017-06-01,10939,559251
270916.05,2017-07-01,11876,608520
221768.35,2017-08-01,9992,493908
168115.66,2017-09-01,7456,371520
50997.62,2017-10-01,6318,316669
41646.04,2017-11-01,5183,257783
32835.27,2017-12-01,4159,203068
29539.51,2018-01-01,3705,182683
21565.81,2018-02-01,2632,133486
20070.63,2018-03-01,2493,124167
15986.97,2018-04-01,1960,98764
13940.09,2018-05-01,1736,86052
11676.76,2018-06-01,1412,72195
11035.13,2018-07-01,1369,68137
10601.89,2018-08-01,1270,65489
9179.87,2018-09-01,1075,56734
8464.72,2018-10-01,1015,52216
4314.14,2018-11-01,919,47062
4123.24,2018-12-01,808,45128
3788.82,2019-01-01,772,41363
3217.66,2019-02-01,654,35012
3498.77,2019-03-01,674,38157
3155.16,2019-04-01,613,34254
2975.4,2019-05-01,599,32393
2421.49,2019-06-01,481,26128
2630.33,2019-07-01,486,27853
2332.12,2019-08-01,454,24960
1807.18,2019-09-01,356,19337
1937.71,2019-10-01,369,20901
1502.7,2019-11-01,292,16391
1721.27,2019-12-01,316,18686
1572.19,2020-01-01,293,17136
1356.77,2020-02-01,259,14698
1551.08,2020-03-01,287,16690
1507.41,2020-04-01,291,16129
1413.35,2020-05-01,260,15313
1498.82,2020-06-01,272,16194
1444.17,2020-07-01,269,15673
1229.73,2020-08-01,236,13374
1369.6,2020-09-01,238,14875
1309.37,2020-10-01,241,14176
1173.28,2020-11-01,215,12416
1302.42,2020-12-01,236,13835
1232.68,2021-01-01,227,13002
1327.5,2021-02-01,228,14075
1558.38,2021-03-01,300,16753
1692.39,2021-04-01,313,18586
1069.36,2021-05-01,217,12045
905.23,2021-06-01,161,9858
