actual_cost,date,items,quantity
0,2016-07-01,0,0
0,2016-08-01,0,0
0,2016-09-01,0,0
0,2016-10-01,0,0
0,2016-11-01,0,0
0,2016-12-01,0,0
0,2017-01-01,0,0
150.24,2017-02-01,27,455
2252.61,2017-03-01,211,6819
5112.1,2017-04-01,397,15447
10630.58,2017-05-01,734,32131
16736.93,2017-06-01,1121,50640
29050.87,2017-07-01,1824,87873
35988.36,2017-08-01,2189,108717
33521.92,2017-09-01,2032,101341
30962,2017-10-01,1840,93720
23998.79,2017-11-01,1484,72528
20821.28,2017-12-01,1285,62914
18105.19,2018-01-01,1137,54686
11691.35,2018-02-01,707,35258
8426.06,2018-03-01,585,25416
6195.75,2018-04-01,390,18679
6612.09,2018-05-01,362,19951
5291.94,2018-06-01,304,15961
4014.41,2018-07-01,210,12104
4485.6,2018-08-01,217,13542
4251.23,2018-09-01,203,12840
3741.07,2018-10-01,186,11308
2654.96,2018-11-01,155,8012
2778.03,2018-12-01,153,8381
2448.04,2019-01-01,133,7385
1931.37,2019-02-01,106,5824
2290.84,2019-03-01,120,6909
1590.34,2019-04-01,83,4795
1012.42,2019-05-01,57,3052
974.82,2019-06-01,52,2940
723.91,2019-07-01,37,2184
1043.01,2019-08-01,51,3150
1011.09,2019-09-01,50,3052
1071.5,2019-10-01,60,3234
1026.16,2019-11-01,56,3094
874.63,2019-12-01,46,2638
856.52,2020-01-01,51,2583
948.36,2020-02-01,54,2856
1186.94,2020-03-01,61,3584
1095.5,2020-04-01,56,3304
1044.16,2020-05-01,57,3150
1103.97,2020-06-01,59,3332
1299.07,2020-07-01,67,3922
1160.55,2020-08-01,59,3500
1103.6,2020-09-01,54,3332
1445.78,2020-10-01,55,4368
1049.32,2020-11-01,40,3164
1225.4,2020-12-01,39,3696
1076.54,2021-01-01,44,3244
897.49,2021-02-01,35,2702
1446.73,2021-03-01,53,4361
1362.24,2021-04-01,65,4102
1823.2,2021-05-01,78,5488
2655.95,2021-06-01,108,8001
