actual_cost,date,items,quantity
785951.68,2016-05-01,12784,737093
844006.15,2016-06-01,13542,790981
805060.57,2016-07-01,13081,754498
823760.27,2016-08-01,13485,772031
845298.22,2016-09-01,13660,792369
800495.5,2016-10-01,13112,750962
827444.95,2016-11-01,13496,775677
851034.42,2016-12-01,13820,798247
776078.48,2017-01-01,12775,727150
707775.07,2017-02-01,11550,662751
808152.35,2017-03-01,13218,758045
699266.72,2017-04-01,11445,655030
748204.06,2017-05-01,12165,701508
761228.15,2017-06-01,12381,714452
640189.78,2017-07-01,10535,600789
378666.42,2017-08-01,6258,354963
236924.65,2017-09-01,3824,222266
180207.37,2017-10-01,2822,169236
142171.89,2017-11-01,2224,133299
123846.47,2017-12-01,1875,116079
109100.64,2018-01-01,1685,102229
87674.46,2018-02-01,1350,82040
88214.92,2018-03-01,1356,82614
82366.67,2018-04-01,1249,77084
81169.61,2018-05-01,1174,75988
69862.25,2018-06-01,1018,65372
73394.79,2018-07-01,990,68648
66387.75,2018-08-01,955,62151
59674.26,2018-09-01,836,55858
62947.54,2018-10-01,830,58992
58266.88,2018-11-01,820,54552
53715.64,2018-12-01,710,50272
56386.6,2019-01-01,803,52769
47888.9,2019-02-01,634,44797
47300.47,2019-03-01,621,44226
41366.12,2019-04-01,583,38671
47265.73,2019-05-01,642,44209
42160.29,2019-06-01,576,39405
43189.39,2019-07-01,589,40358
41952.57,2019-08-01,594,39249
42532.94,2019-09-01,591,39790
43682.14,2019-10-01,596,40863
42220.3,2019-11-01,582,39462
42136.29,2019-12-01,583,39376
42112.18,2020-01-01,583,39341
37755.1,2020-02-01,510,35233
43825.21,2020-03-01,592,40983
38089.17,2020-04-01,527,35591
36930.56,2020-05-01,519,34511
37459.83,2020-06-01,511,35027
37524.97,2020-07-01,516,35089
35633.35,2020-08-01,496,33287
39273.38,2020-09-01,525,36737
38607.57,2020-10-01,519,36127
34910.72,2020-11-01,478,32599
41309.32,2020-12-01,555,38585
37312.78,2021-01-01,490,34824
34972.61,2021-02-01,475,32614
41432.11,2021-03-01,553,38676
37859.02,2021-04-01,533,35305
