actual_cost,date,items,quantity
0,2016-07-01,0,0
0,2016-08-01,0,0
0,2016-09-01,0,0
0,2016-10-01,0,0
0,2016-11-01,0,0
0,2016-12-01,0,0
0,2017-01-01,0,0
18.51,2017-02-01,1,56
1695.76,2017-03-01,98,5131
7837.07,2017-04-01,472,23662
15818.27,2017-05-01,1067,47761
26503.76,2017-06-01,1749,80123
57186.63,2017-07-01,3513,172968
82637.6,2017-08-01,5297,249597
78045.91,2017-09-01,4996,235865
64553.84,2017-10-01,4181,195269
55488.2,2017-11-01,3505,167607
45940.96,2017-12-01,2904,138713
40718.98,2018-01-01,2673,122775
34437.76,2018-02-01,2143,103819
33085.14,2018-03-01,2052,99828
22672.17,2018-04-01,1446,68343
19835.02,2018-05-01,1166,59848
14795.47,2018-06-01,911,44611
11731.43,2018-07-01,709,35363
6928.6,2018-08-01,458,20892
5287.7,2018-09-01,327,15948
6637.46,2018-10-01,392,20051
5428.13,2018-11-01,326,16387
5078.08,2018-12-01,325,15312
4661.11,2019-01-01,274,14063
3082.45,2019-02-01,190,9290
2299.39,2019-03-01,144,6918
1954,2019-04-01,105,5893
1713.43,2019-05-01,100,5168
1562.64,2019-06-01,86,4712
1805.3,2019-07-01,98,5444
2084.77,2019-08-01,122,6294
2183.83,2019-09-01,116,6592
1953.06,2019-10-01,112,5896
2023.06,2019-11-01,103,6102
1895.01,2019-12-01,102,5714
1719.21,2020-01-01,97,5182
1746.14,2020-02-01,95,5258
1844.2,2020-03-01,97,5566
1762.73,2020-04-01,89,5316
1710.58,2020-05-01,88,5160
1346.35,2020-06-01,70,4062
1631.12,2020-07-01,90,4922
1479.26,2020-08-01,80,4460
1076.33,2020-09-01,55,3248
825.26,2020-10-01,42,2492
655.14,2020-11-01,30,1974
784.51,2020-12-01,47,2362
973.26,2021-01-01,51,2932
1213.72,2021-02-01,64,3654
1142.49,2021-03-01,60,3444
1143.68,2021-04-01,58,3444
1023.62,2021-05-01,55,3080
1260.22,2021-06-01,70,3794
