actual_cost,date,items,quantity
1613731.48,2016-05-01,29641,1514382
1697777.63,2016-06-01,31087,1591799
1666946.25,2016-07-01,30551,1562965
1670727.55,2016-08-01,31025,1566731
1661089.15,2016-09-01,30596,1558235
1595028.16,2016-10-01,29419,1497027
1628441.88,2016-11-01,30209,1527319
1647042.79,2016-12-01,30114,1545808
1520636.02,2017-01-01,28264,1425554
1435911.64,2017-02-01,26588,1345507
1633614.95,2017-03-01,30018,1533179
1437296.75,2017-04-01,26217,1347172
1542762.12,2017-05-01,28386,1447230
1553437.4,2017-06-01,28544,1458788
1566166.56,2017-07-01,28809,1470659
369391.44,2017-08-01,35357,1823081
262534.43,2017-09-01,39446,2056041
291409.05,2017-10-01,44096,2287853
248873.16,2017-11-01,46641,2409052
269470.1,2017-12-01,46685,2442709
330101.24,2018-01-01,49273,2561664
199450.21,2018-02-01,45184,2346429
192515.81,2018-03-01,50936,2642678
267033.12,2018-04-01,50769,2654051
284842.12,2018-05-01,54652,2837536
281088.74,2018-06-01,53977,2812434
209090.02,2018-07-01,55654,2891101
249109.41,2018-08-01,58321,3022710
236206.02,2018-09-01,54801,2853487
214390.74,2018-10-01,61035,3180437
186547.94,2018-11-01,59786,3106152
187950.1,2018-12-01,59296,3110810
172181.42,2019-01-01,61770,3231507
150282.06,2019-02-01,53689,2819742
161571.61,2019-03-01,58146,3057770
157197.33,2019-04-01,58084,3038294
167669.57,2019-05-01,61809,3253577
155594.95,2019-06-01,57569,3026215
136555.98,2019-07-01,60931,3186122
163236.04,2019-08-01,64058,3388130
153597.32,2019-09-01,60472,3202831
149968.74,2019-10-01,65183,3436573
143229.08,2019-11-01,62163,3289955
147334.05,2019-12-01,63811,3393300
142203.22,2020-01-01,66070,3509759
128953.77,2020-02-01,59822,3172601
146167.78,2020-03-01,66715,3610368
129395.05,2020-04-01,64054,3412306
126138.24,2020-05-01,61620,3298506
146470.11,2020-06-01,65248,3477524
136738.19,2020-07-01,68374,3672748
125042.15,2020-08-01,62617,3327935
132964.84,2020-09-01,67659,3602435
132245.45,2020-10-01,69146,3692995
126937.27,2020-11-01,66104,3549975
138439.55,2020-12-01,72020,3885226
260726.65,2021-01-01,67607,3663048
128855.64,2021-02-01,64335,3469415
153539,2021-03-01,75316,4153321
274182.92,2021-04-01,77422,4486462
