actual_cost,date,items,quantity
600919.24,2016-05-01,10575,563948
641242.38,2016-06-01,11268,601234
620994.38,2016-07-01,10965,582276
625120.31,2016-08-01,11153,586206
647620.37,2016-09-01,11375,607544
629566.95,2016-10-01,10934,590923
619786.71,2016-11-01,11106,581291
623069.48,2016-12-01,11118,584715
576377.57,2017-01-01,10225,540266
541281.7,2017-02-01,9622,506992
609345.48,2017-03-01,10720,571787
532552.22,2017-04-01,9469,499131
575488.52,2017-05-01,10153,539683
560959.86,2017-06-01,9984,526746
468634.99,2017-07-01,8363,440001
269624.95,2017-08-01,4904,252857
176391.21,2017-09-01,3109,165546
131371.57,2017-10-01,2295,123419
104047.54,2017-11-01,1797,97591
91491.49,2017-12-01,1512,85786
74872.47,2018-01-01,1250,70188
61857.93,2018-02-01,1070,57909
64772.24,2018-03-01,1047,60690
57624.8,2018-04-01,956,53952
52538.07,2018-05-01,830,49204
47346.36,2018-06-01,704,44327
46362.75,2018-07-01,701,43360
42111.22,2018-08-01,636,39442
41057.01,2018-09-01,576,38451
38641.03,2018-10-01,574,36226
37786.73,2018-11-01,549,35395
39025.76,2018-12-01,559,36539
36117.32,2019-01-01,538,33815
32523.65,2019-02-01,449,30440
31407.79,2019-03-01,471,29381
31751.46,2019-04-01,485,29698
31905.87,2019-05-01,459,29856
27584.53,2019-06-01,404,25794
28417.71,2019-07-01,419,26566
28050.63,2019-08-01,411,26255
23389.54,2019-09-01,359,21890
26264.26,2019-10-01,396,24580
25846.89,2019-11-01,392,24169
25672.5,2019-12-01,384,24001
23200.58,2020-01-01,356,21681
21519.73,2020-02-01,323,20090
25915.27,2020-03-01,375,24245
22765.08,2020-04-01,346,21280
21469.04,2020-05-01,325,20071
23122.79,2020-06-01,339,21629
21793.41,2020-07-01,323,20388
22161.42,2020-08-01,331,20711
22757.24,2020-09-01,333,21295
22289.57,2020-10-01,335,20865
22047.34,2020-11-01,326,20595
24413.06,2020-12-01,354,22812
23520.69,2021-01-01,340,21961
20765.33,2021-02-01,309,19372
26209.72,2021-03-01,389,24475
23946.22,2021-04-01,362,22340
