actual_cost,date,items,quantity
0,2016-07-01,0,0
0,2016-08-01,0,0
0,2016-09-01,0,0
0,2016-10-01,0,0
0,2016-11-01,0,0
0,2016-12-01,0,0
0,2017-01-01,0,0
0,2017-02-01,0,0
2432.36,2017-03-01,142,7357
9452.71,2017-04-01,562,28545
19035.98,2017-05-01,1152,57525
32134.52,2017-06-01,1899,97232
58111.95,2017-07-01,3425,175798
74149.22,2017-08-01,4325,224098
67880.14,2017-09-01,3963,205290
59663.9,2017-10-01,3495,180607
50974.84,2017-11-01,2971,154054
41092.12,2017-12-01,2360,124143
36766.64,2018-01-01,2104,111063
30945.4,2018-02-01,1749,93350
30093.76,2018-03-01,1678,90856
23207.76,2018-04-01,1349,69999
17885.77,2018-05-01,1052,53965
15446.81,2018-06-01,870,46608
12984.99,2018-07-01,735,39158
7385.86,2018-08-01,469,22282
5190.05,2018-09-01,336,15644
4927.59,2018-10-01,282,14883
5128.61,2018-11-01,293,15480
5447.38,2018-12-01,313,16437
4839.13,2019-01-01,273,14606
4270.77,2019-02-01,236,12884
3644.32,2019-03-01,216,10989
3399.74,2019-04-01,184,10256
2248.74,2019-05-01,136,6785
1958.82,2019-06-01,105,5909
2272.62,2019-07-01,133,6851
2582.35,2019-08-01,160,7797
2471.52,2019-09-01,140,7463
2297.15,2019-10-01,137,6936
2139,2019-11-01,121,6454
2292.85,2019-12-01,131,6917
2613.69,2020-01-01,144,7883
2290.65,2020-02-01,125,6902
2509.17,2020-03-01,135,7575
2072.54,2020-04-01,119,6251
1855.32,2020-05-01,100,5600
1678.37,2020-06-01,85,5068
1006.49,2020-07-01,53,3038
932.92,2020-08-01,46,2814
640.04,2020-09-01,35,1932
718.42,2020-10-01,43,2170
552.44,2020-11-01,28,1666
630.98,2020-12-01,32,1904
1309.25,2021-01-01,69,3948
1748.94,2021-02-01,96,5270
2026.85,2021-03-01,105,6111
843.35,2021-04-01,49,2541
318.53,2021-05-01,19,959
399.55,2021-06-01,23,1204
