actual_cost,date,items,quantity
366.03,2016-07-01,10,343
522.59,2016-08-01,13,490
388.22,2016-09-01,10,364
373.02,2016-10-01,9,350
268.58,2016-11-01,5,252
447.68,2016-12-01,10,420
433.45,2017-01-01,10,406
481.44,2017-02-01,11,451
566.47,2017-03-01,8,532
358.39,2017-04-01,6,336
596.65,2017-05-01,8,560
655.38,2017-06-01,8,616
476.68,2017-07-01,6,448
1878.82,2017-08-01,28,1764
1542.28,2017-09-01,26,1449
2173.55,2017-10-01,36,2044
1312.3,2017-11-01,24,1232
1670.71,2017-12-01,23,1568
1074.28,2018-01-01,17,1008
1613.78,2018-02-01,22,1512
1941.06,2018-03-01,28,1820
1314.86,2018-04-01,19,1232
597.46,2018-05-01,9,560
508.05,2018-06-01,9,476
1196.08,2018-07-01,17,1120
612.38,2018-08-01,10,574
651.01,2018-09-01,13,610
1163.95,2018-10-01,18,1092
1643.07,2018-11-01,24,1540
1793.15,2018-12-01,26,1680
1314.96,2019-01-01,20,1232
986.77,2019-02-01,16,924
389,2019-03-01,5,364
987.26,2019-04-01,15,924
680.48,2019-05-01,10,637
478.85,2019-06-01,8,448
598.73,2019-07-01,8,560
358.83,2019-08-01,7,336
628.05,2019-09-01,8,588
299.09,2019-10-01,4,280
179.54,2019-11-01,4,168
239.65,2019-12-01,3,224
59.88,2020-01-01,1,56
90.02,2020-02-01,1,84
149.65,2020-03-01,2,140
89.9,2020-04-01,1,84
89.89,2020-05-01,1,84
0,2020-06-01,0,0
89.83,2020-07-01,1,84
89.92,2020-08-01,1,84
0,2020-09-01,0,0
0,2020-10-01,0,0
0,2020-11-01,0,0
0,2020-12-01,0,0
0,2021-01-01,0,0
0,2021-02-01,0,0
0,2021-03-01,0,0
0,2021-04-01,0,0
0,2021-05-01,0,0
0,2021-06-01,0,0
