actual_cost,date,items,quantity
2451505.54,2016-07-01,55665,2297874
2499409.56,2016-08-01,57601,2342994
2500076.99,2016-09-01,57123,2344552
2410256.34,2016-10-01,55511,2261431
2478538.17,2016-11-01,57077,2323791
2536722.26,2016-12-01,57628,2379861
2334220.74,2017-01-01,53699,2187533
2156165.6,2017-02-01,49517,2019695
2410735.27,2017-03-01,55493,2261638
2116893.99,2017-04-01,49057,1983217
2262104.14,2017-05-01,52647,2121226
2242819.46,2017-06-01,52012,2105305
2223578.84,2017-07-01,51453,2087117
630976.44,2017-08-01,65382,2690137
505234.82,2017-09-01,73302,3014393
503195.13,2017-10-01,81769,3327282
552191.18,2017-11-01,86378,3499715
407477.05,2017-12-01,90438,3677032
540062.59,2018-01-01,93758,3766965
502816.27,2018-02-01,87448,3500154
561307.6,2018-03-01,98027,3909585
361669.59,2018-04-01,96302,3841542
385449.29,2018-05-01,102098,4090139
378180.04,2018-06-01,100795,4014634
312259.85,2018-07-01,103410,4103381
370996.4,2018-08-01,107494,4248468
348448.15,2018-09-01,100981,3990845
364081.32,2018-10-01,111328,4383312
316191.94,2018-11-01,108954,4281488
318481.69,2018-12-01,109519,4323677
358133.13,2019-01-01,112216,4435902
312611.41,2019-02-01,99070,3882237
338778.38,2019-03-01,107279,4200833
356552.22,2019-04-01,108170,4225939
375281.22,2019-05-01,113979,4459910
347900.08,2019-06-01,104875,4126818
363766.43,2019-07-01,110099,4293189
429269.77,2019-08-01,116195,4551160
398301.15,2019-09-01,107810,4218842
407376.15,2019-10-01,115262,4474004
391536.04,2019-11-01,110099,4303972
407812.13,2019-12-01,114970,4492255
407293.07,2020-01-01,115987,4524953
369241.41,2020-02-01,105395,4106897
414686.68,2020-03-01,116212,4622793
374851.16,2020-04-01,114380,4512671
359101.92,2020-05-01,109308,4316049
413478.06,2020-06-01,113916,4477093
405565.32,2020-07-01,117669,4628215
367997.22,2020-08-01,107598,4194951
393262.79,2020-09-01,114855,4500279
367671.9,2020-10-01,116340,4565859
349984.22,2020-11-01,111276,4344984
381299.48,2020-12-01,121328,4743048
576893.85,2021-01-01,111142,4364613
425264.67,2021-02-01,105409,4124295
521459.37,2021-03-01,118654,4623050
427479.1,2021-04-01,115319,4486265
405880.97,2021-05-01,109219,4258217
509622.66,2021-06-01,116943,4543146
