actual_cost,date,items,quantity
0,2016-07-01,0,0
0,2016-08-01,0,0
0,2016-09-01,0,0
0,2016-10-01,0,0
0,2016-11-01,0,0
0,2016-12-01,0,0
0,2017-01-01,0,0
18.51,2017-02-01,1,56
412.55,2017-03-01,27,1246
2148.87,2017-04-01,146,6475
4339.32,2017-05-01,355,13068
8275.98,2017-06-01,597,24980
16824.26,2017-07-01,1112,50818
22261.85,2017-08-01,1486,67170
22429.4,2017-09-01,1430,67731
17838.63,2017-10-01,1208,53905
13523.39,2017-11-01,886,40807
10383.47,2017-12-01,677,31317
7979.76,2018-01-01,540,24052
5943.7,2018-02-01,364,17904
5058.04,2018-03-01,322,15240
3449.86,2018-04-01,224,10385
3741.64,2018-05-01,235,11272
2664.69,2018-06-01,166,8028
1802.88,2018-07-01,129,5423
1709.5,2018-08-01,98,5156
1272.47,2018-09-01,81,3834
1419.36,2018-10-01,76,4288
961.54,2018-11-01,68,2898
1445.03,2018-12-01,100,4354
1153.16,2019-01-01,75,3476
1096.41,2019-02-01,66,3304
1250.95,2019-03-01,63,3773
1121.11,2019-04-01,55,3381
1000.71,2019-05-01,60,3017
796.34,2019-06-01,45,2401
884.87,2019-07-01,47,2667
916.09,2019-08-01,48,2765
821.28,2019-09-01,40,2478
948.29,2019-10-01,48,2863
946.9,2019-11-01,51,2856
791.52,2019-12-01,43,2387
1014.93,2020-01-01,52,3059
738.64,2020-02-01,42,2224
953.48,2020-03-01,55,2877
682.37,2020-04-01,40,2058
749.68,2020-05-01,42,2261
668.03,2020-06-01,39,2016
592.03,2020-07-01,36,1785
346.27,2020-08-01,24,1043
222.97,2020-09-01,15,672
355.06,2020-10-01,26,1071
148.84,2020-11-01,11,448
225.82,2020-12-01,20,679
304.56,2021-01-01,23,917
393.08,2021-02-01,25,1183
311.35,2021-03-01,18,938
556.8,2021-04-01,33,1673
342.99,2021-05-01,21,1029
573.48,2021-06-01,41,1722
