actual_cost,date,items,quantity
45241.31,2016-07-01,1249,60136
55053.08,2016-08-01,1585,73178
70677.5,2016-09-01,1976,93991
83588.17,2016-10-01,2407,111206
98835.54,2016-11-01,2921,131384
118678.38,2016-12-01,3497,157854
117240.15,2017-01-01,3469,155780
120375.45,2017-02-01,3669,159851
143668.82,2017-03-01,4305,191023
130449.4,2017-04-01,3926,173251
145829.3,2017-05-01,4260,193884
145934.32,2017-06-01,4281,194225
132603.04,2017-07-01,3890,176464
95143.42,2017-08-01,2988,126380
3912.12,2017-09-01,2236,93725
26237.96,2017-10-01,1807,79479
9377.63,2017-11-01,1510,65852
8488.13,2017-12-01,1391,59732
7377.04,2018-01-01,1239,53139
6311.78,2018-02-01,1049,45452
3041.68,2018-03-01,1160,48987
3223.08,2018-04-01,973,41224
2067.96,2018-05-01,888,35280
1745.6,2018-06-01,716,30853
2461.44,2018-07-01,606,24852
1861,2018-08-01,480,18789
591.93,2018-09-01,169,5940
294.22,2018-10-01,96,2942
233.61,2018-11-01,77,2330
166.55,2018-12-01,68,1643
84.08,2019-01-01,51,808
71.98,2019-02-01,29,709
72.6,2019-03-01,35,712
36.77,2019-04-01,21,356
19.23,2019-05-01,3,196
10.94,2019-06-01,2,112
27.57,2019-07-01,4,280
10.93,2019-08-01,2,112
19.23,2019-09-01,3,196
19.23,2019-10-01,3,196
24.72,2019-11-01,4,252
26.22,2019-12-01,5,266
19.26,2020-01-01,3,196
19.28,2020-02-01,3,196
24.72,2020-03-01,4,252
19.26,2020-04-01,3,196
10.95,2020-05-01,2,112
16.39,2020-06-01,3,168
10.93,2020-07-01,2,112
0,2020-08-01,0,0
0,2020-09-01,0,0
2.81,2020-10-01,1,56
42.24,2020-11-01,1,56
0,2020-12-01,0,0
42.27,2021-01-01,1,56
0,2021-02-01,0,0
0,2021-03-01,0,0
88.49,2021-04-01,3,168
0,2021-05-01,0,0
84.58,2021-06-01,2,112
