actual_cost,date,items,quantity
89.51,2016-07-01,1,84
119.43,2016-08-01,1,112
328.23,2016-09-01,4,308
149.26,2016-10-01,3,140
29.94,2016-11-01,1,28
298.18,2016-12-01,2,280
209.19,2017-01-01,3,196
119.54,2017-02-01,2,112
387.62,2017-03-01,4,364
298.57,2017-04-01,3,280
164.24,2017-05-01,3,154
536.87,2017-06-01,8,504
447.42,2017-07-01,8,420
1324.4,2017-08-01,23,1243
1873.16,2017-09-01,30,1759
1628.74,2017-10-01,32,1531
1916.4,2017-11-01,30,1799
2558.91,2017-12-01,46,2401
1828.15,2018-01-01,27,1715
956.94,2018-02-01,21,896
1284.38,2018-03-01,19,1204
856.55,2018-04-01,19,802
1232.86,2018-05-01,22,1155
1718.74,2018-06-01,32,1610
2140.58,2018-07-01,34,2004
1239.91,2018-08-01,22,1162
1942.45,2018-09-01,27,1820
1544.79,2018-10-01,23,1449
2160.73,2018-11-01,39,2025
2530.91,2018-12-01,43,2371
2955.68,2019-01-01,48,2769
2040.89,2019-02-01,39,1911
1929.65,2019-03-01,32,1806
1443.76,2019-04-01,27,1351
2870.95,2019-05-01,47,2688
2309.71,2019-06-01,40,2161
3140.97,2019-07-01,48,2938
2658.88,2019-08-01,42,2490
3047.76,2019-09-01,42,2854
1658.03,2019-10-01,32,1552
1144.02,2019-11-01,19,1070
1078.28,2019-12-01,16,1008
718.94,2020-01-01,11,672
972.54,2020-02-01,13,908
718.37,2020-03-01,12,672
718.8,2020-04-01,10,672
539.12,2020-05-01,9,504
329.25,2020-06-01,7,308
179.56,2020-07-01,5,168
359.58,2020-08-01,7,336
179.52,2020-09-01,5,168
239.33,2020-10-01,6,224
119.81,2020-11-01,4,112
119.98,2020-12-01,2,112
60.04,2021-01-01,1,56
0,2021-02-01,0,0
120.06,2021-03-01,2,112
0,2021-04-01,0,0
0,2021-05-01,0,0
0,2021-06-01,0,0
