actual_cost,date,items,quantity
80787.47,2016-07-01,2211,108163
95981.19,2016-08-01,2590,128527
121908.44,2016-09-01,3243,163319
140315.38,2016-10-01,3668,188056
155322.67,2016-11-01,4731,242678
206432.31,2016-12-01,6339,322679
229764.71,2017-01-01,7121,358793
273949.32,2017-02-01,8500,427565
378456.62,2017-03-01,11700,591602
381571.56,2017-04-01,11788,595706
450150.27,2017-05-01,13946,703347
319023.8,2017-06-01,15214,772126
365199.74,2017-07-01,17090,883759
333987.2,2017-08-01,15563,807122
256630.93,2017-09-01,12076,620654
69624.97,2017-10-01,8706,420647
43476.14,2017-11-01,5556,261998
42250.24,2017-12-01,5088,254928
36542.68,2018-01-01,4437,220413
26761.92,2018-02-01,3324,161140
25045.77,2018-03-01,3008,150982
21318.47,2018-04-01,2536,128445
17818.35,2018-05-01,2189,107368
15585.12,2018-06-01,1878,93889
14144.01,2018-07-01,1723,85126
13892.49,2018-08-01,1597,83745
11223.9,2018-09-01,1312,67659
11162.5,2018-10-01,1281,67377
5827.85,2018-11-01,1110,58127
5472.6,2018-12-01,1034,54574
5323.61,2019-01-01,993,53103
4496.7,2019-02-01,821,44857
4625.73,2019-03-01,821,46156
4082.53,2019-04-01,770,40714
4034.95,2019-05-01,734,40263
2996.81,2019-06-01,553,29867
2082.01,2019-07-01,395,20709
1594.12,2019-08-01,329,15851
1737.82,2019-09-01,308,17366
1498.42,2019-10-01,298,14932
1413.09,2019-11-01,274,14074
1255.89,2019-12-01,241,12513
1413.79,2020-01-01,258,14105
1176.99,2020-02-01,215,11722
1077.31,2020-03-01,186,10752
900.76,2020-04-01,172,8964
790.28,2020-05-01,142,7883
988.28,2020-06-01,175,9869
1093.19,2020-07-01,208,10923
912.37,2020-08-01,165,9108
937.62,2020-09-01,184,9370
1013.33,2020-10-01,178,10139
890.54,2020-11-01,170,8891
1002.08,2020-12-01,189,9997
879.06,2021-01-01,166,8761
1155.47,2021-02-01,201,11530
1778.02,2021-03-01,316,17773
1186.32,2021-04-01,236,11832
697.77,2021-05-01,131,6958
671.3,2021-06-01,117,6696
