actual_cost,date,items,quantity
927137.5,2016-07-01,18184,868691
939796.11,2016-08-01,18642,880632
941069.62,2016-09-01,18618,882174
919541.2,2016-10-01,18245,862453
927557.76,2016-11-01,18589,869311
943765,2016-12-01,18556,885073
881759.36,2017-01-01,17556,826048
802127,2017-02-01,15822,751081
917203.09,2017-03-01,18001,860171
799354.84,2017-04-01,15769,748680
857720.52,2017-05-01,16905,804051
853260.98,2017-06-01,16848,800646
860294.47,2017-07-01,16960,807183
172465.71,2017-08-01,21083,1016600
156876.5,2017-09-01,23877,1150893
175066.38,2017-10-01,26882,1284321
183031.78,2017-11-01,28546,1359632
99212.22,2017-12-01,29954,1443066
116940.78,2018-01-01,31324,1497203
82037.95,2018-02-01,29497,1394074
88979.07,2018-03-01,33397,1574964
142136.28,2018-04-01,32900,1552351
151504.33,2018-05-01,35363,1657631
151144.61,2018-06-01,35004,1647769
111888.34,2018-07-01,36447,1697653
131861.49,2018-08-01,37777,1749463
125250.28,2018-09-01,35679,1660717
136569.56,2018-10-01,39442,1842117
117808.7,2018-11-01,38438,1793100
119903.68,2018-12-01,38904,1825456
133556.65,2019-01-01,40302,1895291
118777.2,2019-02-01,36036,1675018
127705.48,2019-03-01,39200,1821716
112926.05,2019-04-01,39609,1827921
122327.1,2019-05-01,42515,1975880
112629.2,2019-06-01,39446,1822217
106270.05,2019-07-01,41702,1916094
125171.15,2019-08-01,44342,2047492
117780.24,2019-09-01,41803,1926543
125786.06,2019-10-01,44999,2080579
120768.79,2019-11-01,43356,2007216
126893.94,2019-12-01,45332,2090320
126249.83,2020-01-01,46354,2145065
115499.38,2020-02-01,42549,1958297
131235.4,2020-03-01,47118,2224578
129664.38,2020-04-01,46630,2175860
124237.37,2020-05-01,44331,2080415
142477.79,2020-06-01,46062,2150557
140519.22,2020-07-01,48404,2277183
126574.95,2020-08-01,43954,2046990
136521.25,2020-09-01,47825,2231021
122396.52,2020-10-01,48390,2240087
118992.24,2020-11-01,46990,2168829
129676.16,2020-12-01,51047,2373899
208494.48,2021-01-01,47102,2197206
189585.44,2021-02-01,44651,2076507
208026.29,2021-03-01,50488,2338919
202367.34,2021-04-01,48584,2254585
175600.02,2021-05-01,46878,2190606
185084.62,2021-06-01,50104,2326897
