actual_cost,date,items,quantity
922641.53,2016-07-01,14936,864611
940238.62,2016-08-01,15265,881346
950348.43,2016-09-01,15436,891162
920243.41,2016-10-01,14908,863373
927801.55,2016-11-01,15210,869801
948702.21,2016-12-01,15412,889873
875983.92,2017-01-01,14304,820862
798798.05,2017-02-01,13068,748166
911683.97,2017-03-01,14843,855227
797128.56,2017-04-01,13001,746635
848839.12,2017-05-01,13944,795812
833110.67,2017-06-01,13585,781962
692518.2,2017-07-01,11529,649921
407546.69,2017-08-01,6964,382036
263501.54,2017-09-01,4465,247180
193134.26,2017-10-01,3208,181362
154347.17,2017-11-01,2494,144712
137040.93,2017-12-01,2136,128438
114909.21,2018-01-01,1831,107665
89754.12,2018-02-01,1457,83975
91999.47,2018-03-01,1388,86161
89907.37,2018-04-01,1295,84146
77621.44,2018-05-01,1159,72663
73053.03,2018-06-01,1084,68358
70749.72,2018-07-01,1069,66162
66939.72,2018-08-01,986,62661
61880.79,2018-09-01,877,57923
57493.7,2018-10-01,882,53870
59565.39,2018-11-01,848,55749
58426.75,2018-12-01,864,54673
58191.72,2019-01-01,833,54455
44497.16,2019-02-01,632,41619
48119.42,2019-03-01,679,44988
43394.56,2019-04-01,616,40568
48598.36,2019-05-01,687,45453
40592.49,2019-06-01,582,37939
44000.53,2019-07-01,611,41116
43212.11,2019-08-01,615,40430
41686.1,2019-09-01,584,38998
41750.13,2019-10-01,568,39057
39219.59,2019-11-01,560,36656
41959.84,2019-12-01,577,39212
39429.83,2020-01-01,542,36836
34525.4,2020-02-01,505,32216
41453.67,2020-03-01,583,38762
35905.03,2020-04-01,529,33547
35613.54,2020-05-01,509,33279
34255.71,2020-06-01,508,32026
37113.32,2020-07-01,530,34702
33399.03,2020-08-01,510,31196
33904.57,2020-09-01,529,31705
34030.92,2020-10-01,515,31839
33618.22,2020-11-01,476,31391
38020.52,2020-12-01,535,35511
34405.27,2021-01-01,478,32109
33449.11,2021-02-01,475,31194
29629.41,2021-03-01,457,27654
41031.46,2021-04-01,585,38264
39611.57,2021-05-01,591,36926
37046.05,2021-06-01,553,34554
