actual_cost,date,items,quantity
46077.87,2016-07-01,1220,61257
54329.41,2016-08-01,1513,72223
78194.11,2016-09-01,2054,104007
86490.66,2016-10-01,2347,115094
106425.48,2016-11-01,2941,141513
123914.96,2016-12-01,3422,164865
124533.84,2017-01-01,3516,165500
129674.52,2017-02-01,3629,172256
151654.65,2017-03-01,4229,201755
135195.87,2017-04-01,3775,179618
148384.78,2017-05-01,4154,197320
149601.33,2017-06-01,4267,199128
134124.49,2017-07-01,3785,178518
92782.83,2017-08-01,2739,123336
3148.28,2017-09-01,2025,90166
17685.12,2017-10-01,1696,76097
8270.51,2017-11-01,1407,63825
7109.33,2017-12-01,1201,54885
5939.21,2018-01-01,1114,50763
5000.33,2018-02-01,944,42714
3206.43,2018-03-01,947,42159
2751.96,2018-04-01,908,40841
2266.82,2018-05-01,781,33610
1815.45,2018-06-01,614,26941
2159.37,2018-07-01,519,23670
1660.48,2018-08-01,429,18180
521.79,2018-09-01,114,5729
270.59,2018-10-01,72,2968
179.14,2018-11-01,48,1958
130.94,2018-12-01,39,1428
148.17,2019-01-01,37,1622
68.89,2019-02-01,18,754
80.59,2019-03-01,22,880
21.78,2019-04-01,10,238
21.09,2019-05-01,13,224
30.76,2019-06-01,9,334
19.28,2019-07-01,6,210
13.29,2019-08-01,7,140
10.54,2019-09-01,5,112
4.13,2019-10-01,3,42
5.51,2019-11-01,4,56
6.88,2019-12-01,5,70
8.27,2020-01-01,6,84
5.27,2020-02-01,2,56
4.01,2020-03-01,2,42
2.63,2020-04-01,1,28
2.63,2020-05-01,1,28
2.63,2020-06-01,1,28
5.26,2020-07-01,2,56
0,2020-08-01,0,0
0,2020-09-01,0,0
0,2020-10-01,0,0
42.45,2020-11-01,2,56
0,2020-12-01,0,0
42.48,2021-01-01,2,56
0,2021-02-01,0,0
169.43,2021-03-01,4,112
42.51,2021-04-01,2,56
42.53,2021-05-01,2,56
0,2021-06-01,0,0
