date,month,prescriptions_25,pills_25,total_prescribed_dose_25,total_dose_per_prescription_25,average_daily_dose_25,prescriptions_50,pills_50,total_prescribed_dose_50,total_dose_per_prescription_50,average_daily_dose_50,prescriptions_75,pills_75,total_prescribed_dose_75,total_dose_per_prescription_75,average_daily_dose_75,prescriptions_100,pills_100,total_prescribed_dose_100,total_dose_per_prescription_100,average_daily_dose_100,prescriptions_150,pills_150,total_prescribed_dose_150,total_dose_per_prescription_150,average_daily_dose_150,prescriptions_200,pills_200,total_prescribed_dose_200,total_dose_per_prescription_200,average_daily_dose_200,prescriptions_225,pills_225,total_prescribed_dose_225,total_dose_per_prescription_225,average_daily_dose_225,prescriptions_300,pills_300,total_prescribed_dose_300,total_dose_per_prescription_300,average_daily_dose_300,prescriptions_total,pills_total,dose_total,dose_per_prescription_total,weight_25,weight_50,weight_75,weight_100,weight_150,weight_200,weight_225,weight_300,weighted_average_daily_dose_25,weighted_average_daily_dose_50,weighted_average_daily_dose_75,weighted_average_daily_dose_100,weighted_average_daily_dose_150,weighted_average_daily_dose_200,weighted_average_daily_dose_225,weighted_average_daily_dose_300,weighted_average_daily_dose_total
2019-03-01,24,59158,3119043,77976075,1318.0985665505934,43.93661888501978,82942,4598542,229927100,2772.143184393914,92.40477281313046,107477,5646583,423493725,3940.3195567423727,131.34398522474575,72219,3940166,394016600,5455.857876736039,181.86192922453463,109239,5316094,797414100,7299.7198802625435,243.32399600875144,40309,1873936,374787200,9297.85407725322,309.928469241774,13876,576819,129784275,9353.147520899394,311.7715840299798,110508,4337485,1301245500,11775.124877836899,392.5041625945633,595728,29408668,3728644575,51212.265540674976,0.10605862870089866,0.1563668915572783,0.1920040377211236,0.13397975045996643,0.18076622851466786,0.06372053300747929,0.019613911109472894,0.147490018929113,4.659857548699205,14.449047089845708,25.218575493534782,24.365815895671226,43.98476106562009,19.748807254277992,6.115060135623583,57.89044637082779,196.43237085410038
2019-04-01,25,59041,3094428,77360700,1310.2877661286225,43.67625887095408,82910,4566571,228328550,2753.932577493668,91.79775258312226,107029,5598767,419907525,3923.306066580086,130.77686888600286,72437,3924996,392499600,5418.496072449163,180.61653574830544,108094,5242319,786347850,7274.666956537828,242.48889855126092,40598,1877331,375466200,9248.391546381596,308.27971821271984,14017,574881,129348225,9227.953556395805,307.5984518798602,111092,4346340,1303902000,11737.136787527455,391.23789291758186,595218,29225633,3713160650,50894.171329494224,0.1058806151435625,0.15625225294521422,0.19157042723420226,0.1342997771853222,0.17937401047908869,0.06423576864870643,0.019670437933713873,0.14871671043018983,4.6244691564260965,14.34360565642021,25.05298064484282,24.256760506982204,43.49620622979655,19.802584658200683,6.050596256209263,58.18361243034164,195.81081553921948
2019-05-01,26,62670,3305798,82644950,1318.7322482846657,43.957741609488856,88437,4895089,244754450,2767.557131065052,92.25190436883507,114388,6066766,455007450,3977.7550966884637,132.59183655628212,78449,4252000,425200000,5420.081836607223,180.66939455357408,113075,5501168,825175200,7297.591863807208,243.25306212690694,43552,2028387,405677400,9314.782329169728,310.4927443056576,14803,612550,137823750,9310.528271296358,310.3509423765453,116630,4571874,1371562200,11759.943410786247,391.9981136928749,632004,31233632,3947845400,51166.972187704945,0.10584097296145385,0.15672493676047666,0.1942382493332828,0.13613530440520014,0.1761296284722827,0.0649423992701201,0.019611872227988086,0.14637663656919567,4.652530141136485,14.458173878239217,25.754406208577006,24.595483024254015,42.84407145715722,20.164143771173325,6.086563027724499,57.37936542383219,195.93473693209395
2019-06-01,27,58331,3073597,76839925,1317.3085494848365,43.91028498282788,81825,4536912,226845600,2772.326306141155,92.41087687137183,105074,5544622,415846650,3957.655081180882,131.92183603936274,72243,3948457,394845700,5465.521919078665,182.18406396928881,105464,5157827,773674050,7335.906565273458,244.5302188424486,40361,1866285,373257000,9247.962141671416,308.26540472238054,13668,565219,127174275,9304.52699736611,310.15089991220367,107086,4218024,1265407200,11816.737948938237,393.8912649646079,584052,28910943,3653890400,51217.94550913476,0.10631258205586722,0.15692715384620973,0.19178281386394072,0.1365730962148139,0.17840396973561187,0.06455289265383007,0.019550348115590695,0.1458971435141358,4.668215775333403,14.50177589185691,25.300340925726413,24.881441697283492,43.625161761810745,19.899423579933313,6.063558061647309,57.46761041350589,196.40752810709748
2019-07-01,28,61695,3233512,80837800,1310.2812221411784,43.67604073803928,85696,4733495,236674750,2761.7945995145633,92.05981998381877,108994,5745924,430944300,3953.835073490284,131.79450244967612,76059,4129728,412972800,5429.637518242417,180.98791727474725,109670,5351461,802719150,7319.405033281663,243.98016777605545,42572,1957862,391572400,9197.885934416987,306.59619781389955,14201,585920,131832000,9283.289909161327,309.4429969720442,112290,4387315,1316194500,11721.386588298157,390.7128862766052,611177,30125217,3803747700,50977.515878546576,0.10733572475179183,0.15712733289190914,0.19073469246711153,0.1370854191689308,0.17764057931931246,0.06499080156003524,0.01944948645515151,0.14563596338575752,4.687999486906231,14.465113980566722,25.13778389359495,24.810804504120497,43.34077834616154,19.925932651184457,6.0185073782492635,56.90184760012332,195.28876784090698
2019-08-01,29,64820,3436156,85903900,1325.2684356680038,44.17561452226679,90262,5012513,250625650,2776.6463184950476,92.55487728316825,114386,6037637,452822775,3958.72549962408,131.957516654136,80601,4414254,441425400,5476.673986675103,182.55579955583678,115437,5639547,845932050,7328.084149795993,244.2694716598664,45138,2086094,417218800,9243.183127298507,308.1061042432836,15157,621969,139943025,9232.8973411625,307.76324470541664,118263,4638315,1391494500,11766.101823900966,392.2033941300322,644064,31886485,4025366100,51107.5806826202,0.10776214436931508,0.15719866896586437,0.18934783812013145,0.13843651942194318,0.1768632384535329,0.06542251364488748,0.019505724760819514,0.14546335226350599,4.760458949751726,14.549503515212967,24.98587050216189,25.272389490799966,43.20228981309745,20.157075808929346,6.003145142720601,57.05122047927955,195.9819537019535
2019-09-01,30,61134,3245541,81138525,1327.2242123859064,44.240807079530214,85678,4757634,237881700,2776.4618688578166,92.54872896192722,106923,5653909,424043175,3965.874274010269,132.19580913367562,76030,4155322,415532200,5465.371563856373,182.17905212854575,107946,5283842,792576300,7342.340614751821,244.74468715839402,42426,1959258,391851600,9236.11936076934,307.87064535897804,14153,577308,129894300,9177.86335052639,305.92877835087967,109668,4298391,1289517300,11758.373454426086,391.94578181420286,603958,29931205,3762435100,51049.628699584,0.10843335575697671,0.15895230412541025,0.18889680519043586,0.1388290915785048,0.1765328859964041,0.06545870772660171,0.019287830209308313,0.14360901941635829,4.797179173030473,14.71083371237642,24.971366004915968,25.291752311639076,43.20548595635836,20.152814592153593,5.900702332972884,56.286949390715584,195.31708347416236
2019-10-01,31,65855,3478877,86971925,1320.6578847467922,44.02192949155974,91810,5111599,255579950,2783.792070580547,92.79306901935156,114357,6041417,453106275,3962.2084787114036,132.0736159570468,81790,4454450,445445000,5446.203692382932,181.54012307943105,116102,5697194,854579100,7360.588964875713,245.3529654958571,45640,2115057,423011400,9268.435582822085,308.94785276073617,15123,619196,139319100,9212.398333663956,307.0799444554652,117185,4558215,1367464500,11669.279344626018,388.9759781542006,647862,32076005,4025477250,51023.56435240945,0.10845730320842636,0.1593589663051867,0.18834692786710813,0.13887172046518886,0.17761544805844742,0.06593891602149332,0.019304024924550297,0.1421066931495989,4.774499754686062,14.78740755920971,24.875659817810035,25.21078922550273,43.57847689901545,20.371686518210865,5.927878901597821,55.27608997012407,194.80248864615675
2019-11-01,32,62798,3328630,83215750,1325.1337622217268,44.171125407390896,88321,4904804,245240200,2776.6918399927536,92.55639466642512,108906,5763943,432295725,3969.4390116247037,132.31463372082345,78775,4292035,429203500,5448.47350047604,181.6157833492013,110617,5426727,814009050,7358.806060551272,245.29353535170907,43922,2039114,407822800,9285.160056463732,309.5053352154577,14329,588979,132520275,9248.39660827692,308.279886942564,111853,4380741,1314222300,11749.548961583507,391.65163205278355,619521,30724973,3858529600,51161.64980119065,0.10833630350138956,0.15963574646591228,0.18759798421954674,0.13969206742671508,0.17662267758542863,0.06636666531814364,0.01916939031972461,0.14257916516313945,4.78533644813304,14.775309152768356,24.821958568774143,25.370284253372308,43.32440100821485,20.54083699642414,5.909537480522584,55.84136273286695,195.36902664107637
2019-12-01,33,64418,3431822,85795550,1331.856779161104,44.3952259720368,90788,5051024,252551200,2781.768515662863,92.7256171887621,111625,5911756,443381700,3972.064501679731,132.40215005599103,81898,4479425,447942500,5469.516960121126,182.31723200403755,114204,5590956,838643400,7343.3802668908265,244.7793422296942,45897,2121652,424330400,9245.275290323987,308.17584301079955,14538,596444,134199900,9230.973999174577,307.69913330581926,116725,4570373,1371111900,11746.514457057187,391.5504819019062,640093,31753452,3997956550,51121.3507700714,0.1080771312674918,0.1590700752787445,0.18617679740772752,0.14106891433410138,0.17607395882501217,0.0668164204635137,0.01878359555994101,0.14393310686346794,4.798108665029782,14.749870906484432,24.65020826732178,25.719293983208058,43.09926782496474,20.591206703307375,5.779696074160884,56.357077354029435,195.7447297785065
