date,month,prescriptions_25,pills_25,total_prescribed_dose_25,total_dose_per_prescription_25,average_daily_dose_25,prescriptions_50,pills_50,total_prescribed_dose_50,total_dose_per_prescription_50,average_daily_dose_50,prescriptions_75,pills_75,total_prescribed_dose_75,total_dose_per_prescription_75,average_daily_dose_75,prescriptions_100,pills_100,total_prescribed_dose_100,total_dose_per_prescription_100,average_daily_dose_100,prescriptions_150,pills_150,total_prescribed_dose_150,total_dose_per_prescription_150,average_daily_dose_150,prescriptions_200,pills_200,total_prescribed_dose_200,total_dose_per_prescription_200,average_daily_dose_200,prescriptions_225,pills_225,total_prescribed_dose_225,total_dose_per_prescription_225,average_daily_dose_225,prescriptions_300,pills_300,total_prescribed_dose_300,total_dose_per_prescription_300,average_daily_dose_300,prescriptions_total,pills_total,dose_total,dose_per_prescription_total,weight_25,weight_50,weight_75,weight_100,weight_150,weight_200,weight_225,weight_300,weighted_average_daily_dose_25,weighted_average_daily_dose_50,weighted_average_daily_dose_75,weighted_average_daily_dose_100,weighted_average_daily_dose_150,weighted_average_daily_dose_200,weighted_average_daily_dose_225,weighted_average_daily_dose_300,weighted_average_daily_dose_total
2020-01-01,34,66640,3544965,88624125,1329.8938325330132,44.329794417767104,93152,5210402,260520100,2796.7204139470973,93.22401379823658,114777,6103080,457731000,3988.002822865208,132.93342742884028,83409,4567821,456782100,5476.412617343452,182.54708724478175,116263,5716274,857441100,7375.012686753309,245.8337562251103,46942,2177846,435569200,9278.880320395381,309.29601067984606,14949,613680,138078000,9236.6044551475,307.88681517158335,117704,4601333,1380399900,11727.722932100864,390.92409773669544,653836,32535401,4075145525,51209.250081085826,0.10895716330651649,0.16014562107287383,0.18758275024795298,0.14039541114000717,0.17569397715430032,0.06693773345532149,0.01886191597884409,0.14142542764418364,4.830048649720953,14.929417588624757,24.93601791698853,25.628773366141893,43.191510349970365,20.703573921681805,5.807335238760305,55.286607698828796,195.3132847307174
2020-02-01,35,60337,3204122,80103050,1327.5941793592654,44.25313931197551,85873,4785041,239252050,2786.1149604648726,92.87049868216242,104472,5537013,415275975,3974.9978463128878,132.4999282104296,76280,4186309,418630900,5488.082066072365,182.93606886907884,105632,5196110,779416500,7378.602128142987,245.9534042714329,43080,1986395,397279000,9221.889507892294,307.39631692974314,13568,554507,124764075,9195.465433372641,306.5155144457547,106927,4174058,1252217400,11710.956072834737,390.36520242782456,596169,29623555,3706938950,51083.70219445205,0.1081612925930058,0.16152825006991903,0.18691250931901995,0.14131690136447161,0.17540467374695576,0.06705457869590602,0.018718448882991928,0.1409033453277299,4.786476749281631,15.001209135250416,24.765894066401398,25.8519584003758,43.1413766331838,20.612330524397127,5.737494988996834,55.00376292161695,194.90050341950396
2020-03-01,36,67316,3650129,91253225,1355.5948808604196,45.18649602868065,96187,5438945,271947250,2827.2765550438207,94.24255183479403,116700,6296707,472253025,4046.7268637532134,134.89089545844044,85658,4794584,479458400,5597.35693105139,186.5785643683797,117133,5883114,882467100,7533.889680960959,251.12965603203196,47665,2255310,451062000,9463.170040910521,315.43900136368404,15018,621719,139886775,9314.607471034758,310.48691570115864,117912,4698601,1409580300,11954.510991247711,398.483699708257,663589,33639109,4197908075,52093.133414862794,0.10850849230281337,0.16168516829622331,0.18718411953182232,0.14253005333761962,0.17488911492869802,0.06704428467472191,0.01848202935458249,0.13967673757351898,4.9031185565192015,15.237622854074221,25.249433499247264,26.593052731081652,43.91984327579044,21.148382204936826,5.7384282902025925,55.65890315147515,198.44878456332734
2020-04-01,37,64673,3450337,86258425,1333.762543874569,44.45875146248564,93334,5213141,260657050,2792.7341590417213,93.09113863472405,112166,5985436,448907700,4002.1726726458996,133.40575575486332,83622,4630077,463007700,5536.912534978834,184.56375116596112,113747,5637649,845647350,7434.458491212955,247.81528304043184,47199,2206936,441387200,9351.621856395263,311.7207285465087,14612,602286,135514350,9274.182179030933,309.13940596769777,116042,4585856,1375756800,11855.67984005791,395.18932800193033,645395,32311718,4057136575,51581.52427723809,0.10678283958779289,0.16133902257998167,0.18524041340048833,0.14329405202162263,0.17447691886887598,0.06830141312820322,0.018639863098582378,0.14192547731445293,4.747431725692156,15.019233318183947,24.71213734603546,26.446887760881047,43.23804703351296,21.290966261079582,5.762316205614966,56.08743400625186,197.30445365725197
2020-05-01,38,62299,3339485,83487125,1340.103773736336,44.6701257912112,89335,5032502,251625100,2816.6463312251635,93.88821104083878,107946,5817028,436277100,4041.623589572564,134.72078631908548,80599,4487711,448771100,5567.948733855259,185.59829112850863,109034,5445766,816864900,7491.836491369664,249.72788304565546,44897,2109811,421962200,9398.44978506359,313.2816595021197,13933,577514,129940650,9326.107083901528,310.87023613005096,110878,4384857,1315457100,11864.004581612222,395.46681938707405,618921,31194674,3904385275,51846.72037033633,0.10705305014567551,0.1613256801465532,0.18647503737336701,0.14386144891272146,0.17457358265709075,0.06763369285410709,0.018513224404909632,0.14056428350557534,4.782073216340165,15.146579503906443,25.122063663820857,26.70043907747235,43.59589123265103,21.188395535591322,5.75521044228288,55.588510117372834,197.87916278943788
2020-06-01,39,65942,3520322,88008050,1334.6281580783113,44.48760526927705,94071,5284188,264209400,2808.6168957489554,93.62056319163185,112140,6026138,451960350,4030.3223649010165,134.34407883003388,84155,4685051,468505100,5567.168914503,185.5722971501,113654,5657259,848588850,7466.423091136256,248.88076970454185,46682,2184666,436933200,9359.778929780216,311.99263099267387,14511,594449,133751025,9217.216249741576,307.2405416580525,115521,4548146,1364443800,11811.21873944997,393.707291314999,646676,32500219,4056399775,51595.3733433393,0.1083168701109368,0.16258930439822575,0.18541838133459962,0.14415444400543886,0.17406833473952898,0.06722003934804255,0.01829061521093135,0.1399420108522961,4.818758161498909,15.221702246697559,24.909861638552734,26.751071318484755,43.32226113116182,20.972156931626856,5.619618524665562,55.09619003383169,196.71161998651988
2020-07-01,40,69175,3721255,93031375,1344.8698951933502,44.82899650644501,98390,5542361,277118050,2816.5265779042584,93.88421926347527,117123,6305784,472933800,4037.9242334981172,134.59747444993724,88302,4941032,494103200,5595.605988539331,186.52019961797768,118176,5886745,883011750,7472.005737205524,249.0668579068508,49084,2314806,462961200,9432.018580392796,314.40061934642654,14964,610727,137413575,9182.944065757818,306.0981355252606,119398,4704017,1411205100,11819.336169785089,393.97787232616963,674612,34026727,4231778050,51701.231248276286,0.10936270773265969,0.16288257756909738,0.18531855855545554,0.14521032246210458,0.17300356275818124,0.06802905257387817,0.01794844975833262,0.1382447685902908,4.9026204428827675,15.292103626697157,24.943409950267124,27.084658332222656,43.08945378287087,21.38837626277791,5.49398700659443,54.46537978942646,196.65998919373936
2020-08-01,41,63472,3377031,84425775,1330.1262761532644,44.33754253844214,89847,5045611,252280550,2807.890636303939,93.59635454346464,105406,5642296,423172200,4014.6879684268447,133.82293228089483,80395,4466986,446698600,5556.298277256048,185.2099425752016,107738,5337733,800659950,7431.546436726132,247.71821455753772,44613,2082069,416413800,9333.911640104901,311.1303880034967,13591,556211,125147475,9208.113825325583,306.93712751085275,109206,4264283,1279284900,11714.419537388056,390.4806512462685,614268,30772220,3828083250,51396.99459768477,0.1097428459825128,0.1639664281615041,0.183356806886211,0.14516294242014388,0.17345947091240085,0.06766066926598081,0.018075101503888896,0.13857573486735764,4.865728102039366,15.346659943429664,24.537345551174525,26.885620229682146,42.96907043251509,21.051290281300876,5.547919735070752,54.111143197936045,195.31477747314847
2020-09-01,42,68622,3658202,91455050,1332.73658593454,44.42455286448467,97468,5468470,273423500,2805.264291870152,93.50880972900508,114439,6161958,462146850,4038.368475781858,134.61228252606193,87814,4914679,491467900,5596.691871455577,186.5563957151859,115512,5747673,862150950,7463.73493662996,248.79116455433203,48594,2272965,454593000,9354.920360538337,311.83067868461126,14475,593416,133518600,9224.082901554404,307.46943005181345,116634,4576989,1373096700,11772.696640773702,392.4232213591234,663558,33394352,4141852550,51588.49606453853,0.10954553033399181,0.1637543378592883,0.18452096330541165,0.14717096471882432,0.17211512294054995,0.06806435411592954,0.017769951038427097,0.13705877568757735,4.866511203390428,15.312473221183403,24.83878804444918,27.45568473187065,42.82072187379145,21.224553738200022,5.46371671783381,53.785046270856604,195.76749580157554
2020-10-01,43,70153,3752061,93801525,1337.09926874118,44.569975624706,99404,5596305,279815250,2814.929479699006,93.83098265663354,115593,6218134,466360050,4034.5007915704236,134.48335971901412,89076,4980938,498093800,5591.784543535857,186.39281811786188,116937,5817295,872594250,7462.08856050694,248.73628535023133,49275,2287489,457497800,9284.582445459158,309.4860815153053,14568,595660,134023500,9199.855848434925,306.6618616144975,118144,4644108,1393232400,11792.663190682557,393.0887730227519,673150,33891990,4195418575,51517.50412863005,0.11070642355317584,0.16512175885806646,0.18346913238201712,0.14696504985396255,0.1716421785796585,0.06749349920143373,0.017575244180114535,0.13702671339157127,4.9341825992634245,15.493536891644059,24.67354532746623,27.393229807112146,42.6936379093253,20.88829859560811,5.389657098603286,53.86366263843304,195.3297508674556
2020-11-01,44,67297,3616570,90414250,1343.5108548672304,44.78369516224101,96105,5412150,270607500,2815.748400187295,93.85828000624316,110560,5956152,446711400,4040.4431982633864,134.6814399421129,86098,4813196,481319600,5590.36911426514,186.3456371421713,112734,5603736,840560400,7456.139230400767,248.53797434669224,47958,2219152,443830400,9254.564410525876,308.48548035086253,13920,567004,127575900,9164.935344827587,305.4978448275862,113283,4431308,1329392400,11735.144726040095,391.17149086800316,647955,32619268,4030411850,51400.85527937738,0.11087219982986743,0.16591880602593534,0.18259612692718916,0.1475568366524963,0.17179220576010473,0.06803193744261828,0.017382486939927652,0.13584940042186108,4.9652667991478525,15.572853754283784,24.592309302406647,27.49657274069272,42.69688682816658,20.98686490118593,5.310312297891562,53.14041249654374,194.76147912031882
2020-12-01,45,73336,3958983,98974575,1349.6042189374932,44.98680729791644,104828,5918705,295935250,2823.0553859655815,94.10184619885271,120072,6473790,485534250,4043.6925344793126,134.78975114931043,94682,5304734,530473400,5602.684776409455,186.7561592136485,122400,6098167,914725050,7473.243872549019,249.10812908496732,52163,2433054,486610800,9328.658244349443,310.9552748116481,15095,617572,138953700,9205.279894004638,306.8426631334879,123573,4838251,1451475300,11745.89352042922,391.5297840143073,706149,35643256,4402682325,51572.112447124164,0.11107242839991947,0.16605399349599262,0.18162734627835347,0.14882854697674083,0.17108894316501275,0.06826127220251707,0.017326475448819826,0.13574099403264392,4.9967939325387984,15.625987356665187,24.4815048067689,27.794647814724176,42.61964653896063,21.22620265672641,5.31650186943287,53.14664207548845,195.20792705130543
2021-01-01,46,68791,3730949,93273725,1355.9001177479613,45.19667059159871,98144,5548847,277442350,2826.890589338115,94.22968631127051,111251,6011114,450833550,4052.39997842716,135.07999928090533,88381,4980792,498079200,5635.591360133965,187.85304533779885,113057,5641201,846180150,7484.544521789893,249.48481739299643,48166,2252973,450594600,9355.034671760162,311.8344890586721,13935,569942,128236950,9202.508073196987,306.75026910656624,113202,4451097,1335329100,11795.98505326761,393.199501775587,654927,33186915,4079969625,51708.85436566186,0.11242229053227755,0.16719984367332727,0.18112903835743696,0.15008300711289374,0.16998268745377507,0.0678873887494514,0.017173696319769404,0.1341220478010686,5.081113232340355,15.755188820631096,24.46691037107366,28.193549939611614,42.40809973937586,21.16962918421262,5.268035967643711,52.73672237250164,195.07924962739054
2021-02-01,47,65539,3536713,88417825,1349.0871847297028,44.96957282432343,93302,5251220,262561000,2814.098304430773,93.80327681435911,105650,5689260,426694500,4038.7553241836254,134.6251774727875,84326,4733687,473368700,5613.555724213173,187.1185241404391,107837,5371204,805680600,7471.281656574274,249.04272188580913,45701,2131780,426356000,9329.24881293626,310.9749604312086,13082,536876,120797100,9233.840391377465,307.7946797125822,107323,4204538,1261361400,11752.945780494396,391.7648593498132,622760,31455278,3865237125,51602.81317893967,0.11243623407175102,0.16694241265329143,0.18086821550265744,0.1504894345553074,0.17075684405014638,0.06777177426313002,0.01706791464376821,0.13366717025994812,5.056209416182282,15.659745346173663,24.349415611231635,28.159360892718315,42.525749222879085,21.07532481982966,5.253413321140327,52.36610015657611,194.44531878673106
2021-03-01,48,76779,4236810,105920250,1379.547141796585,45.984904726552834,102371,5716197,285809850,2791.902491916656,93.06341639722186,118695,6393843,479538225,4040.087830152913,134.66959433843041,95674,5384334,538433400,5627.792294667308,187.59307648891027,121490,6049311,907396650,7468.899909457568,248.96333031525228,51781,2405424,481084800,9290.759158764798,309.6919719588266,14632,598610,134687250,9204.978813559323,306.8326271186441,120844,4713326,1413997800,11701.017841183675,390.0339280394558,702266,35497855,4346868225,51504.98548149883,0.11935397223297013,0.1610293636052094,0.18011913677601082,0.15168054520477364,0.1704134235716496,0.06776251691827577,0.016863272442799712,0.13277776924831092,5.488481041868764,14.985942717371245,24.25657108221364,28.454220118478712,42.426693462821596,20.985507489314173,5.174202185441671,51.78783489623517,193.55945299374497
